1550 650 -35.3409 71.9775 41.505 -0.62113 -8.2939 32.7576 -29.7169 9.22199 -10.4771 -14.7718 1.53859 -9.96474 -19.6634 -1.81844 16.0317 22.6145 -7.51317 -17.6594 21.6007 18.0739
1250 850 3.7133 30.4514 72.3467 -15.7241 40.0011 34.6376 37.8338 -0.0931075 -29.5643 -28.8423 6.27088 -5.04228 -10.6447 4.39612 -20.5459 -16.2888 -9.42643 4.16775 -1.38451 -19.0842
1250 250 1.77806 30.2456 22.2483 -38.0191 54.8533 25.3697 5.61486 21.8723 -30.1077 -17.1483 25.4705 -23.9219 19.3538 -10.5348 29.3906 -7.50908 -5.22586 -6.02585 7.15535 3.50296
1050 650 7.31677 31.8494 22.3553 -39.2066 68.4947 14.9116 -0.0538979 23.0358 -27.3344 -21.2731 26.8522 -29.0481 18.3362 -10.6332 28.4064 -7.79104 -5.50777 -5.81297 9.89194 5.2058
350 50 -21.3836 18.6503 7.6396 -57.2608 78.0377 43.8623 -1.65257 42.1798 -40.254 -8.83537 23.406 -8.45082 40.9751 -14.3168 22.03 -14.288 -9.53126 13.1273 19.8268 -3.72977
1450 750 8.91177 33.8575 13.9655 -30.83 49.6661 16.6673 13.1722 14.6754 -32.4723 -12.8169 10.8542 -23.8482 3.40684 -16.259 31.9458 -8.03173 -15.8219 -9.88063 5.02895 1.59944
1350 450 4.94415 25.2685 14.3917 -36.8699 50.8207 22.3098 5.48082 19.5623 -30.5491 -17.3211 25.1086 -24.8911 14.1132 -12.6678 33.0761 -5.95338 -2.50773 -7.91417 5.49881 3.14124
950 50 2.8564 46.4721 49.9456 -38.5887 74.8461 27.3583 -9.65368 32.776 -29.0243 -25.5045 30.1306 -25.3656 20.4994 -9.90826 24.2743 -6.4843 -4.59552 1.89502 9.35079 7.09701
550 650 0.779402 40.3615 42.4988 -38.7429 76.2257 37.4439 -2.83795 42.4256 -40.6885 -20.1657 23.2234 -16.5196 20.7785 -10.0735 31.1406 -6.80978 -6.86008 -3.01772 10.6086 0.214858
1550 150 8.42587 57.0894 71.2863 -15.2995 4.48353 32.4012 18.7371 30.6565 -31.6181 5.9944 -6.18301 -22.9771 24.0466 0.0693728 -8.88167 5.37163 -6.97449 -6.01531 -6.35604 -1.19545
150 150 23.6031 28.9826 -12.5351 -16.6989 52.8236 -6.05275 40.9685 33.5543 -26.0572 -25.327 21.1345 -12.1742 18.881 -14.963 35.6802 -19.6008 -14.9445 2.47386 21.4772 17.1723
650 550 24.2281 34.1754 -6.92468 -6.35167 60.1337 -33.4892 20.9008 -6.86724 -22.1343 -11.5751 1.54804 -22.3939 14.721 -26.6845 28.8313 -21.1429 -11.8749 1.36481 21.6271 6.57439
50 450 39.2875 33.1026 -12.3898 -19.7284 50.5597 -32.465 28.6506 11.6173 -21.0877 -17.4783 5.692 -20.3706 6.25142 -20.6117 40.9787 -21.525 -10.6303 -10.5544 8.01195 14.6622
1450 50 -10.8549 20.8879 3.88544 -50.7459 41.1695 37.6567 3.98143 17.163 -33.9699 -12.4969 23.71 -25.0581 13.4094 -5.65172 24.5798 -3.86812 -2.25543 0.0427188 0.0881981 -2.23243
1350 650 8.84251 29.4411 4.28461 -30.0791 57.9408 19.1352 6.462 14.2463 -27.9757 -21.3908 24.787 -27.846 6.10848 -14.3051 32.7599 -4.12983 -10.1661 -3.8229 10.831 5.54127
950 150 2.68116 44.7148 47.0266 -38.229 75.5332 26.0232 -8.02679 32.9877 -29.4762 -24.3151 30.4507 -26.3213 20.9617 -10.2039 24.7498 -6.847 -4.24012 1.94354 9.1231 6.96002
850 250 1.98303 44.2489 48.4368 -35.6394 76.7419 29.1274 -8.47195 36.4296 -34.7119 -22.2921 30.8497 -20.9836 22.1181 -8.24805 26.978 -5.99674 -5.15379 2.49205 9.2572 5.1086
650 350 -2.04665 45.729 51.2054 -37.8763 74.6498 37.594 -2.82853 41.5976 -38.9461 -21.4009 26.9032 -12.6225 20.6633 -6.47921 27.2839 -3.9312 -6.66825 2.20143 10.0386 0.545984
1050 50 3.05556 47.0317 44.9995 -39.0966 73.1634 27.0234 -5.55714 28.3304 -24.9482 -24.9705 32.2006 -28.0402 17.06 -11.489 25.4137 -5.51224 -2.38565 -0.796624 8.83688 8.61963
1550 550 1.15204 62.9709 40.4692 -27.3821 45.4942 20.9262 23.6474 11.7723 -31.4027 -1.62175 -3.13375 -24.1036 1.96066 -10.5358 7.21491 -0.483804 -21.7937 -4.50221 3.83345 0.306991
550 750 -14.3576 30.8132 38.4792 -49.8479 79.9628 22.3291 -0.299144 36.0228 -40.5292 -16.417 27.6675 -11.9017 30.3531 -10.893 23.4605 -5.90669 -8.68763 8.05784 11.3037 -6.30283
850 750 -0.720969 27.8989 28.3924 -40.7195 76.3879 14.4983 -4.15555 30.4432 -32.4268 -15.6757 32.5668 -25.5675 24.1292 -12.5782 28.024 -6.33574 -3.43515 2.68776 9.6842 5.91197
1050 350 4.03457 38.4353 33.2924 -39.4486 69.4235 18.6034 -1.14765 25.1559 -25.3501 -21.3072 31.7714 -30.4346 16.9661 -11.8667 26.2813 -6.42962 -3.09885 -3.62227 9.40126 8.468
50 50 -14.2003 22.2755 12.4984 -65.9054 69.0168 24.7583 3.84516 32.9903 -44.8839 -7.60716 11.8239 -4.46236 34.3519 -12.1368 20.8058 -10.9024 -20.6318 -2.02795 17.5335 -5.77004
350 750 -19.7386 16.8582 29.1339 -55.3745 77.4462 25.535 -3.48608 35.6345 -41.6779 -13.9752 25.6993 -4.96811 40.4018 -14.6335 22.2934 -8.24703 -11.2555 9.47728 10.4665 -6.87816
250 150 -19.1235 18.1669 2.43831 -65.7896 77.0949 33.9395 -0.37399 39.288 -39.5114 -7.47175 23.0739 -9.14972 36.2726 -12.2686 22.1589 -13.1512 -12.0563 6.39616 18.5753 -6.71919
650 250 -8.51194 41.4016 47.5833 -43.2838 75.6491 37.2153 -2.48729 43.1498 -37.8383 -20.9007 29.5835 -10.4254 23.0123 -6.90536 25.1122 -2.74272 -5.60073 5.09445 11.2133 -2.86592
950 250 2.69789 41.767 41.3332 -38.2154 74.5771 24.1288 -5.53493 31.3167 -27.8034 -21.9434 32.7088 -27.2469 20.3724 -11.7119 26.1414 -7.56369 -3.86353 -0.00541862 8.96406 7.87033
250 450 -19.4121 6.35719 8.90608 -62.5378 79.1155 19.003 -6.49504 35.6829 -37.8096 -7.28064 27.702 -3.18269 41.6537 -14.6445 21.9514 -7.61244 -7.36422 10.5003 13.308 -8.19395
1350 550 59.2865 6.42562 -31.8162 3.94292 2.41584 -22.457 39.4897 -15.0285 55.1774 -3.39984 -26.8865 -27.0635 -15.8872 -16.0495 -8.94069 -19.027 0.851612 -10.8708 26.7626 17.9661
750 850 36.4188 1.03519 -51.6103 44.8357 10.9102 21.642 74.9041 -46.0599 22.4184 -4.75725 9.76101 4.13917 -29.751 -3.48469 -5.39006 14.0871 -2.91776 5.72739 29.1734 17.4026
1150 350 47.2156 44.3009 -61.233 -26.3785 4.64326 -4.52101 -8.60257 13.4067 38.9322 38.1403 6.78643 -17.3018 -2.38632 -7.54903 -2.69045 -23.1296 29.5399 -24.3485 -15.9492 16.2293
50 850 -23.0948 -11.9701 -4.3049 -16.4176 58.4308 9.87115 10.026 29.2953 -35.083 -20.5222 23.9214 7.76913 32.7821 -19.6999 24.3962 -0.126478 -12.339 23.8476 11.9014 5.2908
250 550 -10.5822 12.5487 -17.0627 5.53885 -14.8472 -14.5374 -12.2543 -8.06564 27.9756 13.9307 -12.6513 -6.45483 0.198007 -4.64591 7.18233 4.48837 0.292472 -13.8312 -1.8717 8.73843
1150 50 37.7353 -1.99971 6.98645 23.111 -3.76153 -16.7121 -1.20866 -10.2729 18.5364 4.97409 -9.51802 -5.67991 -2.30735 1.47889 -10.1062 -4.67244 9.89238 -8.20098 -9.54106 1.85041
1150 450 21.5946 -0.904608 14.8364 15.198 1.4111 -9.19858 -11.7876 -16.5245 15.6763 10.0306 -10.4343 -8.87852 -1.77306 2.82613 -15.9594 0.445022 8.85669 -9.69354 -8.57756 -0.655237
1250 450 59.2775 -24.4808 -10.6065 -1.39959 17.997 -11.4861 25.6309 -18.056 -6.6216 -0.673009 1.54472 0.202574 -4.02833 -5.21304 -23.524 -14.1041 0.27552 -2.93267 -4.26735 -1.26681
850 550 57.9068 -29.3978 -0.412901 -4.38239 19.2853 -13.6743 24.6029 -18.0713 -8.84452 2.54958 -1.41681 -7.57912 -5.53265 -1.76528 -20.5498 -11.5577 -4.25131 -0.0667104 -1.95242 -6.14026
350 850 54.1106 -28.2648 -0.537286 -3.08561 20.6218 -17.0626 24.5754 -13.7341 -10.5427 0.370208 1.47328 -6.59041 -5.18913 -2.70496 -16.4396 -11.5144 -5.8964 -2.07305 -4.98422 -4.18815
850 150 54.3407 -27.4124 -1.07901 -3.63303 20.3831 -16.1004 25.1118 -14.9139 -11.1251 -0.206433 0.945027 -5.68266 -5.28237 -3.94965 -17.9478 -11.8858 -5.27032 -1.69174 -4.86926 -6.03911
1250 150 55.913 -28.1937 -1.28883 -5.11766 20.8025 -13.5288 25.1803 -16.0913 -10.3563 0.0510359 2.04145 -3.11255 -5.31418 -3.43469 -17.8108 -12.5718 -4.73934 -1.4747 -7.00757 -5.40659
50 650 47.8334 -26.6094 1.3703 -1.78582 20.7723 -17.1392 26.0317 -8.07078 -14.206 -5.58686 -0.453326 -4.76839 -3.09111 -4.07896 -13.7751 -12.0172 -4.91812 -2.84455 -6.01119 -5.38462
250 750 49.8351 -26.4578 -0.0713203 -2.41631 20.719 -16.7449 25.7829 -9.92592 -12.8369 -3.40919 0.862603 -6.05145 -4.05907 -2.70589 -15.7011 -11.5833 -5.62185 -2.56891 -5.29492 -4.92183
250 50 49.92 -26.9929 0.622416 -2.54671 21.0493 -17.1201 25.7939 -9.86112 -13.7444 -2.9995 1.15291 -5.56478 -4.2918 -3.29115 -14.3278 -11.4969 -6.10267 -2.85364 -6.08944 -5.62297
850 350 54.4873 -28.198 -1.02774 -3.15399 20.6142 -15.76 24.5266 -15.1205 -9.56505 0.489139 0.572761 -6.6496 -5.35085 -3.48404 -17.8838 -11.4311 -5.08803 -2.78251 -4.25198 -4.56835
550 450 53.6678 -27.0786 -1.90244 -2.59684 20.1207 -17.1154 25.3358 -13.6883 -11.3533 -0.79233 0.99062 -7.06569 -4.90408 -3.01101 -18.0291 -12.0255 -5.19213 -3.00185 -3.84734 -4.69455
450 50 51.084 -26.8234 -0.975277 -2.55343 20.8139 -17.1725 24.5409 -12.2388 -11.2568 -2.0795 1.10984 -6.28721 -4.28696 -3.06057 -15.2327 -12.2641 -3.92935 -2.98939 -6.45097 -4.25781
1350 850 60.2129 -31.5074 0.705843 -5.79668 17.7939 -9.79226 26.7637 -18.8896 -8.07196 3.57728 -1.03769 -5.72003 -5.85572 -1.673 -20.9846 -10.5153 -6.04692 1.2732 -1.87934 -5.78796
